,timestamp,customer_id,location,after
0,2019-09-05 07:42:00,th86,spices,spices
1,2019-09-05 07:43:00,th86,spices,drinks
2,2019-09-05 07:44:00,th86,drinks,drinks
3,2019-09-05 07:45:00,th86,drinks,drinks
4,2019-09-05 07:46:00,th86,drinks,drinks
5,2019-09-05 07:47:00,th86,drinks,fruit
6,2019-09-05 07:48:00,th86,fruit,checkout
0,2019-09-05 07:42:00,th87,fruit,checkout
0,2019-09-05 07:44:00,th88,dairy,dairy
1,2019-09-05 07:45:00,th88,dairy,dairy
2,2019-09-05 07:46:00,th88,dairy,dairy
3,2019-09-05 07:47:00,th88,dairy,drinks
4,2019-09-05 07:48:00,th88,drinks,drinks
5,2019-09-05 07:49:00,th88,drinks,checkout
0,2019-09-05 07:47:00,th89,fruit,fruit
1,2019-09-05 07:48:00,th89,fruit,checkout
0,2019-09-05 07:47:00,th90,fruit,fruit
1,2019-09-05 07:48:00,th90,fruit,fruit
2,2019-09-05 07:49:00,th90,fruit,fruit
3,2019-09-05 07:50:00,th90,fruit,fruit
4,2019-09-05 07:51:00,th90,fruit,checkout
0,2019-09-05 07:47:00,th91,spices,checkout
0,2019-09-05 07:47:00,th92,fruit,fruit
1,2019-09-05 07:48:00,th92,fruit,fruit
2,2019-09-05 07:49:00,th92,fruit,checkout
0,2019-09-05 07:49:00,th93,dairy,checkout
0,2019-09-05 07:49:00,th94,spices,spices
1,2019-09-05 07:50:00,th94,spices,dairy
2,2019-09-05 07:51:00,th94,dairy,dairy
3,2019-09-05 07:52:00,th94,dairy,dairy
4,2019-09-05 07:53:00,th94,dairy,checkout
0,2019-09-05 07:50:00,th95,fruit,fruit
1,2019-09-05 07:51:00,th95,fruit,fruit
2,2019-09-05 07:52:00,th95,fruit,fruit
3,2019-09-05 07:53:00,th95,fruit,fruit
4,2019-09-05 07:54:00,th95,fruit,fruit
5,2019-09-05 07:55:00,th95,fruit,fruit
6,2019-09-05 07:56:00,th95,fruit,spices
7,2019-09-05 07:57:00,th95,spices,spices
8,2019-09-05 07:58:00,th95,spices,drinks
9,2019-09-05 07:59:00,th95,drinks,drinks
10,2019-09-05 08:00:00,th95,drinks,fruit
11,2019-09-05 08:01:00,th95,fruit,fruit
12,2019-09-05 08:02:00,th95,fruit,fruit
13,2019-09-05 08:03:00,th95,fruit,fruit
14,2019-09-05 08:04:00,th95,fruit,fruit
15,2019-09-05 08:05:00,th95,fruit,checkout
0,2019-09-05 07:51:00,th96,fruit,fruit
1,2019-09-05 07:52:00,th96,fruit,fruit
2,2019-09-05 07:53:00,th96,fruit,drinks
3,2019-09-05 07:54:00,th96,drinks,drinks
4,2019-09-05 07:55:00,th96,drinks,drinks
5,2019-09-05 07:56:00,th96,drinks,drinks
6,2019-09-05 07:57:00,th96,drinks,checkout
0,2019-09-05 07:53:00,th97,dairy,dairy
1,2019-09-05 07:54:00,th97,dairy,dairy
2,2019-09-05 07:55:00,th97,dairy,dairy
3,2019-09-05 07:56:00,th97,dairy,dairy
4,2019-09-05 07:57:00,th97,dairy,fruit
5,2019-09-05 07:58:00,th97,fruit,spices
6,2019-09-05 07:59:00,th97,spices,checkout
0,2019-09-05 07:53:00,th98,spices,checkout
0,2019-09-05 07:53:00,th99,dairy,dairy
1,2019-09-05 07:54:00,th99,dairy,dairy
2,2019-09-05 07:55:00,th99,dairy,dairy
3,2019-09-05 07:56:00,th99,dairy,dairy
4,2019-09-05 07:57:00,th99,dairy,dairy
5,2019-09-05 07:58:00,th99,dairy,dairy
6,2019-09-05 07:59:00,th99,dairy,dairy
7,2019-09-05 08:00:00,th99,dairy,fruit
8,2019-09-05 08:01:00,th99,fruit,dairy
9,2019-09-05 08:02:00,th99,dairy,dairy
10,2019-09-05 08:03:00,th99,dairy,dairy
11,2019-09-05 08:04:00,th99,dairy,checkout
0,2019-09-05 07:53:00,th100,fruit,checkout
0,2019-09-05 07:53:00,th101,drinks,fruit
1,2019-09-05 07:54:00,th101,fruit,fruit
2,2019-09-05 07:55:00,th101,fruit,checkout
0,2019-09-05 07:54:00,th102,drinks,spices
1,2019-09-05 07:55:00,th102,spices,checkout
0,2019-09-05 07:55:00,th103,fruit,fruit
1,2019-09-05 07:56:00,th103,fruit,fruit
2,2019-09-05 07:57:00,th103,fruit,fruit
3,2019-09-05 07:58:00,th103,fruit,fruit
4,2019-09-05 07:59:00,th103,fruit,fruit
5,2019-09-05 08:00:00,th103,fruit,fruit
6,2019-09-05 08:01:00,th103,fruit,dairy
7,2019-09-05 08:02:00,th103,dairy,drinks
8,2019-09-05 08:03:00,th103,drinks,drinks
9,2019-09-05 08:04:00,th103,drinks,checkout
0,2019-09-05 07:55:00,th104,fruit,dairy
1,2019-09-05 07:56:00,th104,dairy,dairy
2,2019-09-05 07:57:00,th104,dairy,dairy
3,2019-09-05 07:58:00,th104,dairy,dairy
4,2019-09-05 07:59:00,th104,dairy,dairy
5,2019-09-05 08:00:00,th104,dairy,drinks
6,2019-09-05 08:01:00,th104,drinks,checkout
0,2019-09-05 07:57:00,th105,dairy,dairy
1,2019-09-05 07:58:00,th105,dairy,dairy
2,2019-09-05 07:59:00,th105,dairy,dairy
3,2019-09-05 08:00:00,th105,dairy,dairy
4,2019-09-05 08:01:00,th105,dairy,dairy
5,2019-09-05 08:02:00,th105,dairy,dairy
6,2019-09-05 08:03:00,th105,dairy,checkout
0,2019-09-05 08:00:00,th106,drinks,checkout
0,2019-09-05 08:00:00,th107,drinks,drinks
1,2019-09-05 08:01:00,th107,drinks,drinks
2,2019-09-05 08:02:00,th107,drinks,checkout
0,2019-09-05 08:00:00,th108,dairy,dairy
1,2019-09-05 08:01:00,th108,dairy,dairy
2,2019-09-05 08:02:00,th108,dairy,drinks
3,2019-09-05 08:03:00,th108,drinks,drinks
4,2019-09-05 08:04:00,th108,drinks,drinks
5,2019-09-05 08:05:00,th108,drinks,fruit
6,2019-09-05 08:06:00,th108,fruit,checkout
0,2019-09-05 08:00:00,th109,fruit,checkout
0,2019-09-05 08:01:00,th110,fruit,checkout
0,2019-09-05 08:02:00,th111,fruit,dairy
1,2019-09-05 08:03:00,th111,dairy,drinks
2,2019-09-05 08:04:00,th111,drinks,drinks
3,2019-09-05 08:05:00,th111,drinks,checkout
0,2019-09-05 08:02:00,th112,dairy,dairy
1,2019-09-05 08:03:00,th112,dairy,fruit
2,2019-09-05 08:04:00,th112,fruit,spices
3,2019-09-05 08:05:00,th112,spices,spices
4,2019-09-05 08:06:00,th112,spices,dairy
5,2019-09-05 08:07:00,th112,dairy,dairy
6,2019-09-05 08:08:00,th112,dairy,dairy
7,2019-09-05 08:09:00,th112,dairy,drinks
8,2019-09-05 08:10:00,th112,drinks,spices
9,2019-09-05 08:11:00,th112,spices,checkout
0,2019-09-05 08:02:00,th113,dairy,drinks
1,2019-09-05 08:03:00,th113,drinks,checkout
0,2019-09-05 08:02:00,th114,spices,spices
1,2019-09-05 08:03:00,th114,spices,checkout
0,2019-09-05 08:02:00,th115,dairy,dairy
1,2019-09-05 08:03:00,th115,dairy,dairy
2,2019-09-05 08:04:00,th115,dairy,dairy
3,2019-09-05 08:05:00,th115,dairy,dairy
4,2019-09-05 08:06:00,th115,dairy,spices
5,2019-09-05 08:07:00,th115,spices,spices
6,2019-09-05 08:08:00,th115,spices,spices
7,2019-09-05 08:09:00,th115,spices,fruit
8,2019-09-05 08:10:00,th115,fruit,dairy
9,2019-09-05 08:11:00,th115,dairy,dairy
10,2019-09-05 08:12:00,th115,dairy,dairy
11,2019-09-05 08:13:00,th115,dairy,dairy
12,2019-09-05 08:14:00,th115,dairy,dairy
13,2019-09-05 08:15:00,th115,dairy,dairy
14,2019-09-05 08:16:00,th115,dairy,checkout
0,2019-09-05 08:04:00,th116,dairy,dairy
1,2019-09-05 08:05:00,th116,dairy,dairy
2,2019-09-05 08:06:00,th116,dairy,dairy
3,2019-09-05 08:07:00,th116,dairy,dairy
4,2019-09-05 08:08:00,th116,dairy,dairy
5,2019-09-05 08:09:00,th116,dairy,dairy
6,2019-09-05 08:10:00,th116,dairy,dairy
7,2019-09-05 08:11:00,th116,dairy,dairy
8,2019-09-05 08:12:00,th116,dairy,dairy
9,2019-09-05 08:13:00,th116,dairy,dairy
10,2019-09-05 08:14:00,th116,dairy,dairy
11,2019-09-05 08:15:00,th116,dairy,dairy
12,2019-09-05 08:16:00,th116,dairy,dairy
13,2019-09-05 08:17:00,th116,dairy,dairy
14,2019-09-05 08:18:00,th116,dairy,dairy
15,2019-09-05 08:19:00,th116,dairy,dairy
16,2019-09-05 08:20:00,th116,dairy,spices
17,2019-09-05 08:21:00,th116,spices,checkout
0,2019-09-05 08:04:00,th117,fruit,fruit
1,2019-09-05 08:05:00,th117,fruit,fruit
2,2019-09-05 08:06:00,th117,fruit,fruit
3,2019-09-05 08:07:00,th117,fruit,dairy
4,2019-09-05 08:08:00,th117,dairy,spices
5,2019-09-05 08:09:00,th117,spices,spices
6,2019-09-05 08:10:00,th117,spices,spices
7,2019-09-05 08:11:00,th117,spices,fruit
8,2019-09-05 08:12:00,th117,fruit,checkout
0,2019-09-05 08:04:00,th118,fruit,checkout
0,2019-09-05 08:04:00,th119,spices,dairy
1,2019-09-05 08:05:00,th119,dairy,dairy
2,2019-09-05 08:06:00,th119,dairy,fruit
3,2019-09-05 08:07:00,th119,fruit,fruit
4,2019-09-05 08:08:00,th119,fruit,fruit
5,2019-09-05 08:09:00,th119,fruit,fruit
6,2019-09-05 08:10:00,th119,fruit,checkout
0,2019-09-05 08:04:00,th120,spices,spices
1,2019-09-05 08:05:00,th120,spices,dairy
2,2019-09-05 08:06:00,th120,dairy,dairy
3,2019-09-05 08:07:00,th120,dairy,dairy
4,2019-09-05 08:08:00,th120,dairy,dairy
5,2019-09-05 08:09:00,th120,dairy,dairy
6,2019-09-05 08:10:00,th120,dairy,spices
7,2019-09-05 08:11:00,th120,spices,dairy
8,2019-09-05 08:12:00,th120,dairy,dairy
9,2019-09-05 08:13:00,th120,dairy,dairy
10,2019-09-05 08:14:00,th120,dairy,dairy
11,2019-09-05 08:15:00,th120,dairy,dairy
12,2019-09-05 08:16:00,th120,dairy,dairy
13,2019-09-05 08:17:00,th120,dairy,fruit
14,2019-09-05 08:18:00,th120,fruit,fruit
15,2019-09-05 08:19:00,th120,fruit,fruit
16,2019-09-05 08:20:00,th120,fruit,fruit
17,2019-09-05 08:21:00,th120,fruit,checkout
0,2019-09-05 08:05:00,th121,fruit,checkout
0,2019-09-05 08:05:00,th122,fruit,checkout
0,2019-09-05 08:05:00,th123,fruit,checkout
0,2019-09-05 08:05:00,th124,drinks,drinks
1,2019-09-05 08:06:00,th124,drinks,drinks
2,2019-09-05 08:07:00,th124,drinks,checkout
0,2019-09-05 08:05:00,th125,fruit,checkout
0,2019-09-05 08:05:00,th126,fruit,fruit
1,2019-09-05 08:06:00,th126,fruit,fruit
2,2019-09-05 08:07:00,th126,fruit,fruit
3,2019-09-05 08:08:00,th126,fruit,spices
4,2019-09-05 08:09:00,th126,spices,spices
5,2019-09-05 08:10:00,th126,spices,spices
6,2019-09-05 08:11:00,th126,spices,checkout
0,2019-09-05 08:06:00,th127,drinks,spices
1,2019-09-05 08:07:00,th127,spices,drinks
2,2019-09-05 08:08:00,th127,drinks,drinks
3,2019-09-05 08:09:00,th127,drinks,drinks
4,2019-09-05 08:10:00,th127,drinks,checkout
0,2019-09-05 08:07:00,th128,spices,spices
1,2019-09-05 08:08:00,th128,spices,spices
2,2019-09-05 08:09:00,th128,spices,checkout
0,2019-09-05 08:07:00,th129,dairy,dairy
1,2019-09-05 08:08:00,th129,dairy,checkout
0,2019-09-05 08:07:00,th130,fruit,fruit
1,2019-09-05 08:08:00,th130,fruit,fruit
2,2019-09-05 08:09:00,th130,fruit,checkout
0,2019-09-05 08:09:00,th131,fruit,fruit
1,2019-09-05 08:10:00,th131,fruit,fruit
2,2019-09-05 08:11:00,th131,fruit,fruit
3,2019-09-05 08:12:00,th131,fruit,fruit
4,2019-09-05 08:13:00,th131,fruit,fruit
5,2019-09-05 08:14:00,th131,fruit,fruit
6,2019-09-05 08:15:00,th131,fruit,fruit
7,2019-09-05 08:16:00,th131,fruit,fruit
8,2019-09-05 08:17:00,th131,fruit,fruit
9,2019-09-05 08:18:00,th131,fruit,fruit
10,2019-09-05 08:19:00,th131,fruit,fruit
11,2019-09-05 08:20:00,th131,fruit,fruit
12,2019-09-05 08:21:00,th131,fruit,fruit
13,2019-09-05 08:22:00,th131,fruit,fruit
14,2019-09-05 08:23:00,th131,fruit,fruit
15,2019-09-05 08:24:00,th131,fruit,drinks
16,2019-09-05 08:25:00,th131,drinks,fruit
17,2019-09-05 08:26:00,th131,fruit,fruit
18,2019-09-05 08:27:00,th131,fruit,fruit
19,2019-09-05 08:28:00,th131,fruit,checkout
0,2019-09-05 08:09:00,th132,dairy,dairy
1,2019-09-05 08:10:00,th132,dairy,dairy
2,2019-09-05 08:11:00,th132,dairy,dairy
3,2019-09-05 08:12:00,th132,dairy,checkout
0,2019-09-05 08:09:00,th133,fruit,fruit
1,2019-09-05 08:10:00,th133,fruit,drinks
2,2019-09-05 08:11:00,th133,drinks,drinks
3,2019-09-05 08:12:00,th133,drinks,drinks
4,2019-09-05 08:13:00,th133,drinks,checkout
0,2019-09-05 08:09:00,th134,fruit,fruit
1,2019-09-05 08:10:00,th134,fruit,fruit
2,2019-09-05 08:11:00,th134,fruit,fruit
3,2019-09-05 08:12:00,th134,fruit,dairy
4,2019-09-05 08:13:00,th134,dairy,dairy
5,2019-09-05 08:14:00,th134,dairy,dairy
6,2019-09-05 08:15:00,th134,dairy,dairy
7,2019-09-05 08:16:00,th134,dairy,dairy
8,2019-09-05 08:17:00,th134,dairy,dairy
9,2019-09-05 08:18:00,th134,dairy,checkout
0,2019-09-05 08:09:00,th135,drinks,drinks
1,2019-09-05 08:10:00,th135,drinks,checkout
0,2019-09-05 08:10:00,th136,spices,fruit
1,2019-09-05 08:11:00,th136,fruit,fruit
2,2019-09-05 08:12:00,th136,fruit,fruit
3,2019-09-05 08:13:00,th136,fruit,fruit
4,2019-09-05 08:14:00,th136,fruit,fruit
5,2019-09-05 08:15:00,th136,fruit,fruit
6,2019-09-05 08:16:00,th136,fruit,dairy
7,2019-09-05 08:17:00,th136,dairy,dairy
8,2019-09-05 08:18:00,th136,dairy,dairy
9,2019-09-05 08:19:00,th136,dairy,dairy
10,2019-09-05 08:20:00,th136,dairy,fruit
11,2019-09-05 08:21:00,th136,fruit,fruit
12,2019-09-05 08:22:00,th136,fruit,fruit
13,2019-09-05 08:23:00,th136,fruit,fruit
14,2019-09-05 08:24:00,th136,fruit,fruit
15,2019-09-05 08:25:00,th136,fruit,checkout
0,2019-09-05 08:10:00,th137,spices,dairy
1,2019-09-05 08:11:00,th137,dairy,dairy
2,2019-09-05 08:12:00,th137,dairy,spices
3,2019-09-05 08:13:00,th137,spices,spices
4,2019-09-05 08:14:00,th137,spices,spices
5,2019-09-05 08:15:00,th137,spices,fruit
6,2019-09-05 08:16:00,th137,fruit,fruit
7,2019-09-05 08:17:00,th137,fruit,fruit
8,2019-09-05 08:18:00,th137,fruit,dairy
9,2019-09-05 08:19:00,th137,dairy,dairy
10,2019-09-05 08:20:00,th137,dairy,dairy
11,2019-09-05 08:21:00,th137,dairy,dairy
12,2019-09-05 08:22:00,th137,dairy,checkout
0,2019-09-05 08:10:00,th138,fruit,checkout
0,2019-09-05 08:10:00,th139,dairy,checkout
0,2019-09-05 08:10:00,th140,dairy,dairy
1,2019-09-05 08:11:00,th140,dairy,dairy
2,2019-09-05 08:12:00,th140,dairy,drinks
3,2019-09-05 08:13:00,th140,drinks,drinks
4,2019-09-05 08:14:00,th140,drinks,fruit
5,2019-09-05 08:15:00,th140,fruit,fruit
6,2019-09-05 08:16:00,th140,fruit,spices
7,2019-09-05 08:17:00,th140,spices,spices
8,2019-09-05 08:18:00,th140,spices,drinks
9,2019-09-05 08:19:00,th140,drinks,drinks
10,2019-09-05 08:20:00,th140,drinks,drinks
11,2019-09-05 08:21:00,th140,drinks,drinks
12,2019-09-05 08:22:00,th140,drinks,checkout
0,2019-09-05 08:11:00,th141,dairy,dairy
1,2019-09-05 08:12:00,th141,dairy,checkout
0,2019-09-05 08:13:00,th142,dairy,dairy
1,2019-09-05 08:14:00,th142,dairy,dairy
2,2019-09-05 08:15:00,th142,dairy,dairy
3,2019-09-05 08:16:00,th142,dairy,dairy
4,2019-09-05 08:17:00,th142,dairy,dairy
5,2019-09-05 08:18:00,th142,dairy,dairy
6,2019-09-05 08:19:00,th142,dairy,checkout
0,2019-09-05 08:13:00,th143,dairy,dairy
1,2019-09-05 08:14:00,th143,dairy,dairy
2,2019-09-05 08:15:00,th143,dairy,checkout
0,2019-09-05 08:14:00,th144,spices,spices
1,2019-09-05 08:15:00,th144,spices,drinks
2,2019-09-05 08:16:00,th144,drinks,checkout
0,2019-09-05 08:14:00,th145,fruit,fruit
1,2019-09-05 08:15:00,th145,fruit,fruit
2,2019-09-05 08:16:00,th145,fruit,drinks
3,2019-09-05 08:17:00,th145,drinks,drinks
4,2019-09-05 08:18:00,th145,drinks,drinks
5,2019-09-05 08:19:00,th145,drinks,spices
6,2019-09-05 08:20:00,th145,spices,spices
7,2019-09-05 08:21:00,th145,spices,dairy
8,2019-09-05 08:22:00,th145,dairy,drinks
9,2019-09-05 08:23:00,th145,drinks,fruit
10,2019-09-05 08:24:00,th145,fruit,fruit
11,2019-09-05 08:25:00,th145,fruit,dairy
12,2019-09-05 08:26:00,th145,dairy,dairy
13,2019-09-05 08:27:00,th145,dairy,dairy
14,2019-09-05 08:28:00,th145,dairy,dairy
15,2019-09-05 08:29:00,th145,dairy,dairy
16,2019-09-05 08:30:00,th145,dairy,dairy
17,2019-09-05 08:31:00,th145,dairy,dairy
18,2019-09-05 08:32:00,th145,dairy,dairy
19,2019-09-05 08:33:00,th145,dairy,spices
20,2019-09-05 08:34:00,th145,spices,dairy
21,2019-09-05 08:35:00,th145,dairy,dairy
22,2019-09-05 08:36:00,th145,dairy,dairy
23,2019-09-05 08:37:00,th145,dairy,dairy
24,2019-09-05 08:38:00,th145,dairy,spices
25,2019-09-05 08:39:00,th145,spices,spices
26,2019-09-05 08:40:00,th145,spices,drinks
27,2019-09-05 08:41:00,th145,drinks,drinks
28,2019-09-05 08:42:00,th145,drinks,drinks
29,2019-09-05 08:43:00,th145,drinks,fruit
30,2019-09-05 08:44:00,th145,fruit,fruit
31,2019-09-05 08:45:00,th145,fruit,checkout
0,2019-09-05 08:14:00,th146,dairy,dairy
1,2019-09-05 08:15:00,th146,dairy,dairy
2,2019-09-05 08:16:00,th146,dairy,checkout
0,2019-09-05 08:14:00,th147,fruit,checkout
0,2019-09-05 08:14:00,th148,spices,spices
1,2019-09-05 08:15:00,th148,spices,spices
2,2019-09-05 08:16:00,th148,spices,spices
3,2019-09-05 08:17:00,th148,spices,spices
4,2019-09-05 08:18:00,th148,spices,dairy
5,2019-09-05 08:19:00,th148,dairy,dairy
6,2019-09-05 08:20:00,th148,dairy,dairy
7,2019-09-05 08:21:00,th148,dairy,dairy
8,2019-09-05 08:22:00,th148,dairy,dairy
9,2019-09-05 08:23:00,th148,dairy,dairy
10,2019-09-05 08:24:00,th148,dairy,checkout
0,2019-09-05 08:14:00,th149,dairy,dairy
1,2019-09-05 08:15:00,th149,dairy,dairy
2,2019-09-05 08:16:00,th149,dairy,dairy
3,2019-09-05 08:17:00,th149,dairy,dairy
4,2019-09-05 08:18:00,th149,dairy,dairy
5,2019-09-05 08:19:00,th149,dairy,spices
6,2019-09-05 08:20:00,th149,spices,spices
7,2019-09-05 08:21:00,th149,spices,dairy
8,2019-09-05 08:22:00,th149,dairy,dairy
9,2019-09-05 08:23:00,th149,dairy,dairy
10,2019-09-05 08:24:00,th149,dairy,dairy
11,2019-09-05 08:25:00,th149,dairy,dairy
12,2019-09-05 08:26:00,th149,dairy,dairy
13,2019-09-05 08:27:00,th149,dairy,dairy
14,2019-09-05 08:28:00,th149,dairy,dairy
15,2019-09-05 08:29:00,th149,dairy,fruit
16,2019-09-05 08:30:00,th149,fruit,fruit
17,2019-09-05 08:31:00,th149,fruit,dairy
18,2019-09-05 08:32:00,th149,dairy,dairy
19,2019-09-05 08:33:00,th149,dairy,dairy
20,2019-09-05 08:34:00,th149,dairy,dairy
21,2019-09-05 08:35:00,th149,dairy,dairy
22,2019-09-05 08:36:00,th149,dairy,dairy
23,2019-09-05 08:37:00,th149,dairy,dairy
24,2019-09-05 08:38:00,th149,dairy,dairy
25,2019-09-05 08:39:00,th149,dairy,dairy
26,2019-09-05 08:40:00,th149,dairy,dairy
27,2019-09-05 08:41:00,th149,dairy,dairy
28,2019-09-05 08:42:00,th149,dairy,dairy
29,2019-09-05 08:43:00,th149,dairy,dairy
30,2019-09-05 08:44:00,th149,dairy,dairy
31,2019-09-05 08:45:00,th149,dairy,dairy
32,2019-09-05 08:46:00,th149,dairy,fruit
33,2019-09-05 08:47:00,th149,fruit,spices
34,2019-09-05 08:48:00,th149,spices,spices
35,2019-09-05 08:49:00,th149,spices,spices
36,2019-09-05 08:50:00,th149,spices,dairy
37,2019-09-05 08:51:00,th149,dairy,fruit
38,2019-09-05 08:52:00,th149,fruit,checkout
0,2019-09-05 08:15:00,th150,dairy,fruit
1,2019-09-05 08:16:00,th150,fruit,checkout
0,2019-09-05 08:16:00,th151,dairy,spices
1,2019-09-05 08:17:00,th151,spices,drinks
2,2019-09-05 08:18:00,th151,drinks,drinks
3,2019-09-05 08:19:00,th151,drinks,spices
4,2019-09-05 08:20:00,th151,spices,dairy
5,2019-09-05 08:21:00,th151,dairy,dairy
6,2019-09-05 08:22:00,th151,dairy,fruit
7,2019-09-05 08:23:00,th151,fruit,fruit
8,2019-09-05 08:24:00,th151,fruit,dairy
9,2019-09-05 08:25:00,th151,dairy,checkout
0,2019-09-05 08:16:00,th152,fruit,fruit
1,2019-09-05 08:17:00,th152,fruit,checkout
0,2019-09-05 08:16:00,th153,fruit,checkout
0,2019-09-05 08:16:00,th154,spices,checkout
0,2019-09-05 08:16:00,th155,spices,dairy
1,2019-09-05 08:17:00,th155,dairy,dairy
2,2019-09-05 08:18:00,th155,dairy,dairy
3,2019-09-05 08:19:00,th155,dairy,dairy
4,2019-09-05 08:20:00,th155,dairy,checkout
0,2019-09-05 08:17:00,th156,fruit,dairy
1,2019-09-05 08:18:00,th156,dairy,dairy
2,2019-09-05 08:19:00,th156,dairy,dairy
3,2019-09-05 08:20:00,th156,dairy,dairy
4,2019-09-05 08:21:00,th156,dairy,dairy
5,2019-09-05 08:22:00,th156,dairy,dairy
6,2019-09-05 08:23:00,th156,dairy,dairy
7,2019-09-05 08:24:00,th156,dairy,drinks
8,2019-09-05 08:25:00,th156,drinks,checkout
0,2019-09-05 08:17:00,th157,dairy,checkout
0,2019-09-05 08:17:00,th158,fruit,checkout
0,2019-09-05 08:17:00,th159,dairy,dairy
1,2019-09-05 08:18:00,th159,dairy,checkout
0,2019-09-05 08:17:00,th160,spices,dairy
1,2019-09-05 08:18:00,th160,dairy,checkout
0,2019-09-05 08:17:00,th161,spices,spices
1,2019-09-05 08:18:00,th161,spices,spices
2,2019-09-05 08:19:00,th161,spices,dairy
3,2019-09-05 08:20:00,th161,dairy,dairy
4,2019-09-05 08:21:00,th161,dairy,drinks
5,2019-09-05 08:22:00,th161,drinks,drinks
6,2019-09-05 08:23:00,th161,drinks,drinks
7,2019-09-05 08:24:00,th161,drinks,drinks
8,2019-09-05 08:25:00,th161,drinks,drinks
9,2019-09-05 08:26:00,th161,drinks,checkout
0,2019-09-05 08:17:00,th162,spices,dairy
1,2019-09-05 08:18:00,th162,dairy,dairy
2,2019-09-05 08:19:00,th162,dairy,dairy
3,2019-09-05 08:20:00,th162,dairy,dairy
4,2019-09-05 08:21:00,th162,dairy,dairy
5,2019-09-05 08:22:00,th162,dairy,dairy
6,2019-09-05 08:23:00,th162,dairy,fruit
7,2019-09-05 08:24:00,th162,fruit,fruit
8,2019-09-05 08:25:00,th162,fruit,fruit
9,2019-09-05 08:26:00,th162,fruit,fruit
10,2019-09-05 08:27:00,th162,fruit,fruit
11,2019-09-05 08:28:00,th162,fruit,dairy
12,2019-09-05 08:29:00,th162,dairy,spices
13,2019-09-05 08:30:00,th162,spices,spices
14,2019-09-05 08:31:00,th162,spices,drinks
15,2019-09-05 08:32:00,th162,drinks,drinks
16,2019-09-05 08:33:00,th162,drinks,drinks
17,2019-09-05 08:34:00,th162,drinks,drinks
18,2019-09-05 08:35:00,th162,drinks,checkout
0,2019-09-05 08:17:00,th163,fruit,fruit
1,2019-09-05 08:18:00,th163,fruit,fruit
2,2019-09-05 08:19:00,th163,fruit,fruit
3,2019-09-05 08:20:00,th163,fruit,fruit
4,2019-09-05 08:21:00,th163,fruit,checkout
0,2019-09-05 08:18:00,th164,dairy,dairy
1,2019-09-05 08:19:00,th164,dairy,dairy
2,2019-09-05 08:20:00,th164,dairy,dairy
3,2019-09-05 08:21:00,th164,dairy,dairy
4,2019-09-05 08:22:00,th164,dairy,drinks
5,2019-09-05 08:23:00,th164,drinks,checkout
0,2019-09-05 08:18:00,th165,fruit,checkout
0,2019-09-05 08:19:00,th166,fruit,fruit
1,2019-09-05 08:20:00,th166,fruit,fruit
2,2019-09-05 08:21:00,th166,fruit,fruit
3,2019-09-05 08:22:00,th166,fruit,fruit
4,2019-09-05 08:23:00,th166,fruit,drinks
5,2019-09-05 08:24:00,th166,drinks,checkout
0,2019-09-05 08:19:00,th167,fruit,dairy
1,2019-09-05 08:20:00,th167,dairy,drinks
2,2019-09-05 08:21:00,th167,drinks,drinks
3,2019-09-05 08:22:00,th167,drinks,drinks
4,2019-09-05 08:23:00,th167,drinks,drinks
5,2019-09-05 08:24:00,th167,drinks,fruit
6,2019-09-05 08:25:00,th167,fruit,fruit
7,2019-09-05 08:26:00,th167,fruit,checkout
0,2019-09-05 08:19:00,th168,spices,spices
1,2019-09-05 08:20:00,th168,spices,checkout
0,2019-09-05 08:20:00,th169,fruit,checkout
0,2019-09-05 08:20:00,th170,spices,spices
1,2019-09-05 08:21:00,th170,spices,spices
2,2019-09-05 08:22:00,th170,spices,spices
3,2019-09-05 08:23:00,th170,spices,drinks
4,2019-09-05 08:24:00,th170,drinks,checkout
0,2019-09-05 08:21:00,th171,fruit,spices
1,2019-09-05 08:22:00,th171,spices,checkout
0,2019-09-05 08:21:00,th172,fruit,fruit
1,2019-09-05 08:22:00,th172,fruit,fruit
2,2019-09-05 08:23:00,th172,fruit,fruit
3,2019-09-05 08:24:00,th172,fruit,fruit
4,2019-09-05 08:25:00,th172,fruit,checkout
0,2019-09-05 08:21:00,th173,drinks,drinks
1,2019-09-05 08:22:00,th173,drinks,drinks
2,2019-09-05 08:23:00,th173,drinks,spices
3,2019-09-05 08:24:00,th173,spices,checkout
0,2019-09-05 08:21:00,th174,spices,dairy
1,2019-09-05 08:22:00,th174,dairy,dairy
2,2019-09-05 08:23:00,th174,dairy,drinks
3,2019-09-05 08:24:00,th174,drinks,drinks
4,2019-09-05 08:25:00,th174,drinks,fruit
5,2019-09-05 08:26:00,th174,fruit,checkout
0,2019-09-05 08:21:00,th175,drinks,drinks
1,2019-09-05 08:22:00,th175,drinks,checkout
0,2019-09-05 08:21:00,th176,spices,dairy
1,2019-09-05 08:22:00,th176,dairy,dairy
2,2019-09-05 08:23:00,th176,dairy,dairy
3,2019-09-05 08:24:00,th176,dairy,dairy
4,2019-09-05 08:25:00,th176,dairy,dairy
5,2019-09-05 08:26:00,th176,dairy,spices
6,2019-09-05 08:27:00,th176,spices,dairy
7,2019-09-05 08:28:00,th176,dairy,dairy
8,2019-09-05 08:29:00,th176,dairy,fruit
